"Simple average house and mortage price statistics [note 1, 2, 3, 4, 5, 6, 7]",,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes that can be found within the notes worksheet.,,,,,,,,,,,,,,,,,
Period,Region,Region code,New dwellings Price,New dwellings average advance,New dwellings average recorded income of borrowers,Other dwellings Price,Other dwellings average advance,Other dwellings average recorded income of borrowers,All dwellings Price,All dwellings average advance,All dwellings average recorded income of borrowers,First time buyers Price,First time buyers average advance,First time buyers average recorded income of borrowers,Former owner occupiers Price,Former owner occupiers average advance,Former owner occupiers average recorded income of borrowers
2022 Q3,United Kingdom,K02000001,"339,000 ","227,000 ","69,000 ","356,000 ","245,000 ","72,000 ","354,000 ","242,000 ","72,000 ","266,000 ","205,000 ","58,000 ","447,000 ","282,000 ","87,000 "
2022 Q4,United Kingdom,K02000001,"334,000 ","225,000 ","69,000 ","345,000 ","236,000 ","71,000 ","343,000 ","234,000 ","70,000 ","263,000 ","202,000 ","58,000 ","432,000 ","269,000 ","85,000 "
2023 Q1,United Kingdom,K02000001,"332,000 ","216,000 ","71,000 ","327,000 ","220,000 ","70,000 ","328,000 ","219,000 ","70,000 ","253,000 ","191,000 ","57,000 ","413,000 ","251,000 ","84,000 "
2023 Q2,United Kingdom,K02000001,"330,000 ","219,000 ","74,000 ","326,000 ","220,000 ","72,000 ","327,000 ","220,000 ","72,000 ","252,000 ","192,000 ","59,000 ","410,000 ","251,000 ","87,000 "
2023 Q3,United Kingdom,K02000001,"323,000 ","211,000 ","73,000 ","344,000 ","230,000 ","75,000 ","342,000 ","228,000 ","75,000 ","260,000 ","199,000 ","61,000 ","430,000 ","259,000 ","90,000 "
2023 Q4,United Kingdom,K02000001,"318,000 ","210,000 ","74,000 ","327,000 ","218,000 ","73,000 ","326,000 ","217,000 ","73,000 ","250,000 ","191,000 ","60,000 ","411,000 ","245,000 ","88,000 "
2024 Q1,United Kingdom,K02000001,"308,000 ","206,000 ","74,000 ","324,000 ","220,000 ","74,000 ","322,000 ","218,000 ","74,000 ","248,000 ","192,000 ","60,000 ","412,000 ","251,000 ","91,000 "
2024 Q2,United Kingdom,K02000001,"325,000 ","223,000 ","77,000 ","328,000 ","226,000 ","75,000 ","327,000 ","225,000 ","75,000 ","257,000 ","200,000 ","62,000 ","412,000 ","256,000 ","91,000 "
2024 Q3,United Kingdom,K02000001,"329,000 ","222,000 ","78,000 ","345,000 ","236,000 ","78,000 ","344,000 ","235,000 ","78,000 ","265,000 ","207,000 ","63,000 ","434,000 ","266,000 ","95,000 "
2024 Q4,United Kingdom,K02000001,"332,000 ","233,000 ","78,000 ","339,000 ","234,000 ","76,000 ","338,000 ","234,000 ","76,000 ","264,000 ","209,000 ","63,000 ","423,000 ","263,000 ","91,000 "
2025 Q1,United Kingdom,K02000001,"340,000 ","239,000 ","78,000 ","354,000 ","246,000 ","77,000 ","352,000 ","245,000 ","77,000 ","283,000 ","222,000 ","65,000 ","431,000 ","271,000 ","91,000 "
2025 Q2,United Kingdom,K02000001,"332,000 ","239,000 ","76,000 ","312,000 ","222,000 ","71,000 ","315,000 ","224,000 ","72,000 ","246,000 ","196,000 ","59,000 ","410,000 ","263,000 ","89,000 "
2025 Q3,United Kingdom,K02000001,"339,000 ","240,000 ","77,000 ","345,000 ","242,000 ","76,000 ","345,000 ","242,000 ","76,000 ","264,000 ","210,000 ","62,000 ","442,000 ","280,000 ","93,000 "
2025 Q4,United Kingdom,K02000001,"346,000 ","249,000 ","78,000 ","342,000 ","241,000 ","74,000 ","342,000 ","242,000 ","75,000 ","266,000 ","212,000 ","61,000 ","430,000 ","277,000 ","91,000 "
1992 Q1,Great Britain,K03000001,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
1992 Q2,Great Britain,K03000001,"78,000 ",[x],[x],"61,000 ",[x],[x],"63,000 ",[x],[x],"47,000 ",[x],[x],"78,000 ",[x],[x]
1992 Q3,Great Britain,K03000001,"71,000 ",[x],[x],"63,000 ",[x],[x],"64,000 ",[x],[x],"49,000 ",[x],[x],"80,000 ",[x],[x]
1992 Q4,Great Britain,K03000001,"71,000 ",[x],[x],"58,000 ",[x],[x],"60,000 ",[x],[x],"45,000 ",[x],[x],"78,000 ",[x],[x]
1993 Q1,Great Britain,K03000001,"74,000 ",[x],[x],"59,000 ",[x],[x],"61,000 ",[x],[x],"47,000 ",[x],[x],"79,000 ",[x],[x]
1993 Q2,Great Britain,K03000001,"74,000 ",[x],[x],"61,000 ",[x],[x],"62,000 ",[x],[x],"49,000 ",[x],[x],"79,000 ",[x],[x]
1993 Q3,Great Britain,K03000001,"74,000 ",[x],[x],"62,000 ",[x],[x],"64,000 ",[x],[x],"48,000 ",[x],[x],"82,000 ",[x],[x]
1993 Q4,Great Britain,K03000001,"75,000 ",[x],[x],"61,000 ",[x],[x],"63,000 ",[x],[x],"48,000 ",[x],[x],"80,000 ",[x],[x]
1994 Q1,Great Britain,K03000001,"74,000 ",[x],[x],"61,000 ",[x],[x],"63,000 ",[x],[x],"47,000 ",[x],[x],"83,000 ",[x],[x]
1994 Q2,Great Britain,K03000001,"76,000 ",[x],[x],"64,000 ",[x],[x],"65,000 ",[x],[x],"49,000 ",[x],[x],"85,000 ",[x],[x]
1994 Q3,Great Britain,K03000001,"75,000 ",[x],[x],"65,000 ",[x],[x],"67,000 ",[x],[x],"49,000 ",[x],[x],"87,000 ",[x],[x]
1994 Q4,Great Britain,K03000001,"78,000 ",[x],[x],"63,000 ",[x],[x],"66,000 ",[x],[x],"49,000 ",[x],[x],"86,000 ",[x],[x]
1995 Q1,Great Britain,K03000001,"76,000 ",[x],[x],"60,000 ",[x],[x],"63,000 ",[x],[x],"47,000 ",[x],[x],"83,000 ",[x],[x]
1995 Q2,Great Britain,K03000001,"79,000 ",[x],[x],"63,000 ",[x],[x],"66,000 ",[x],[x],"47,000 ",[x],[x],"87,000 ",[x],[x]
1995 Q3,Great Britain,K03000001,"82,000 ",[x],[x],"66,000 ",[x],[x],"69,000 ",[x],[x],"46,000 ",[x],[x],"91,000 ",[x],[x]
1995 Q4,Great Britain,K03000001,"83,000 ",[x],[x],"64,000 ",[x],[x],"67,000 ",[x],[x],"47,000 ",[x],[x],"88,000 ",[x],[x]
1996 Q1,Great Britain,K03000001,"83,000 ",[x],[x],"64,000 ",[x],[x],"67,000 ",[x],[x],"46,000 ",[x],[x],"90,000 ",[x],[x]
1996 Q2,Great Britain,K03000001,"84,000 ",[x],[x],"67,000 ",[x],[x],"69,000 ",[x],[x],"49,000 ",[x],[x],"88,000 ",[x],[x]
1996 Q3,Great Britain,K03000001,"87,000 ",[x],[x],"72,000 ",[x],[x],"74,000 ",[x],[x],"51,000 ",[x],[x],"94,000 ",[x],[x]
1996 Q4,Great Britain,K03000001,"92,000 ",[x],[x],"68,000 ",[x],[x],"70,000 ",[x],[x],"49,000 ",[x],[x],"92,000 ",[x],[x]
1997 Q1,Great Britain,K03000001,"98,000 ",[x],[x],"71,000 ",[x],[x],"73,000 ",[x],[x],"49,000 ",[x],[x],"94,000 ",[x],[x]
1997 Q2,Great Britain,K03000001,"94,000 ",[x],[x],"74,000 ",[x],[x],"76,000 ",[x],[x],"51,000 ",[x],[x],"97,000 ",[x],[x]
1997 Q3,Great Britain,K03000001,"95,000 ",[x],[x],"77,000 ",[x],[x],"79,000 ",[x],[x],"55,000 ",[x],[x],"99,000 ",[x],[x]
1997 Q4,Great Britain,K03000001,"94,000 ",[x],[x],"74,000 ",[x],[x],"77,000 ",[x],[x],"55,000 ",[x],[x],"96,000 ",[x],[x]
1998 Q1,Great Britain,K03000001,"96,000 ",[x],[x],"76,000 ",[x],[x],"78,000 ",[x],[x],"55,000 ",[x],[x],"100,000 ",[x],[x]
1998 Q2,Great Britain,K03000001,"99,000 ",[x],[x],"79,000 ",[x],[x],"81,000 ",[x],[x],"61,000 ",[x],[x],"102,000 ",[x],[x]
1998 Q3,Great Britain,K03000001,"96,000 ",[x],[x],"84,000 ",[x],[x],"86,000 ",[x],[x],"67,000 ",[x],[x],"104,000 ",[x],[x]
1998 Q4,Great Britain,K03000001,"103,000 ",[x],[x],"80,000 ",[x],[x],"83,000 ",[x],[x],"64,000 ",[x],[x],"101,000 ",[x],[x]
1999 Q1,Great Britain,K03000001,"109,000 ",[x],[x],"82,000 ",[x],[x],"85,000 ",[x],[x],"66,000 ",[x],[x],"103,000 ",[x],[x]
1999 Q2,Great Britain,K03000001,"114,000 ",[x],[x],"87,000 ",[x],[x],"90,000 ",[x],[x],"72,000 ",[x],[x],"107,000 ",[x],[x]
1999 Q3,Great Britain,K03000001,"116,000 ",[x],[x],"96,000 ",[x],[x],"98,000 ",[x],[x],"75,000 ",[x],[x],"117,000 ",[x],[x]
1999 Q4,Great Britain,K03000001,"119,000 ",[x],[x],"95,000 ",[x],[x],"97,000 ",[x],[x],"75,000 ",[x],[x],"117,000 ",[x],[x]
2000 Q1,Great Britain,K03000001,"124,000 ",[x],[x],"95,000 ",[x],[x],"98,000 ",[x],[x],"75,000 ",[x],[x],"119,000 ",[x],[x]
2000 Q2,Great Britain,K03000001,"123,000 ",[x],[x],"100,000 ",[x],[x],"103,000 ",[x],[x],"78,000 ",[x],[x],"122,000 ",[x],[x]
2000 Q3,Great Britain,K03000001,"125,000 ",[x],[x],"101,000 ",[x],[x],"103,000 ",[x],[x],"76,000 ",[x],[x],"124,000 ",[x],[x]
2000 Q4,Great Britain,K03000001,"128,000 ",[x],[x],"102,000 ",[x],[x],"105,000 ",[x],[x],"77,000 ",[x],[x],"125,000 ",[x],[x]
2001 Q1,Great Britain,K03000001,"133,000 ",[x],[x],"105,000 ",[x],[x],"108,000 ",[x],[x],"80,000 ",[x],[x],"129,000 ",[x],[x]
2001 Q2,Great Britain,K03000001,"131,000 ",[x],[x],"111,000 ",[x],[x],"113,000 ",[x],[x],"84,000 ",[x],[x],"134,000 ",[x],[x]
2001 Q3,Great Britain,K03000001,"139,000 ",[x],[x],"115,000 ",[x],[x],"118,000 ",[x],[x],"88,000 ",[x],[x],"139,000 ",[x],[x]
2001 Q4,Great Britain,K03000001,"137,000 ",[x],[x],"111,000 ",[x],[x],"114,000 ",[x],[x],"89,000 ",[x],[x],"128,000 ",[x],[x]
2002 Q1,Great Britain,K03000001,"147,000 ",[x],[x],"111,000 ",[x],[x],"114,000 ",[x],[x],"92,000 ",[x],[x],"125,000 ",[x],[x]
2002 Q2,Great Britain,K03000001,"157,000 ",[x],[x],"123,000 ",[x],[x],"127,000 ",[x],[x],"101,000 ",[x],[x],"137,000 ",[x],[x]
2002 Q3,Great Britain,K03000001,"166,000 ",[x],[x],"133,000 ",[x],[x],"137,000 ",[x],[x],"112,000 ",[x],[x],"148,000 ",[x],[x]
2002 Q4,Great Britain,K03000001,"167,000 ",[x],[x],"132,000 ",[x],[x],"135,000 ",[x],[x],"112,000 ",[x],[x],"145,000 ",[x],[x]
2003 Q1,Great Britain,K03000001,"167,000 ",[x],[x],"133,000 ",[x],[x],"135,000 ",[x],[x],"106,000 ",[x],[x],"144,000 ",[x],[x]
2003 Q2,Great Britain,K03000001,"183,000 ",[x],[x],"140,000 ",[x],[x],"143,000 ",[x],[x],"110,000 ",[x],[x],"154,000 ",[x],[x]
2003 Q3,Great Britain,K03000001,"201,000 ",[x],[x],"162,000 ",[x],[x],"164,000 ",[x],[x],"116,000 ",[x],[x],"173,000 ",[x],[x]
2003 Q4,Great Britain,K03000001,"203,000 ",[x],[x],"166,000 ",[x],[x],"168,000 ",[x],[x],"120,000 ",[x],[x],"178,000 ",[x],[x]
2004 Q1,Great Britain,K03000001,"210,000 ",[x],[x],"168,000 ",[x],[x],"171,000 ",[x],[x],"123,000 ",[x],[x],"182,000 ",[x],[x]
2004 Q2,Great Britain,K03000001,"212,000 ",[x],[x],"175,000 ",[x],[x],"179,000 ",[x],[x],"132,000 ",[x],[x],"188,000 ",[x],[x]
2004 Q3,Great Britain,K03000001,"220,000 ",[x],[x],"187,000 ",[x],[x],"191,000 ",[x],[x],"139,000 ",[x],[x],"202,000 ",[x],[x]
2004 Q4,Great Britain,K03000001,"210,000 ",[x],[x],"184,000 ",[x],[x],"188,000 ",[x],[x],"140,000 ",[x],[x],"200,000 ",[x],[x]
2005 Q1,Great Britain,K03000001,"217,000 ",[x],[x],"184,000 ",[x],[x],"187,000 ",[x],[x],"140,000 ",[x],[x],"200,000 ",[x],[x]
2005 Q2,Great Britain,K03000001,"216,000 ",[x],[x],"189,000 ",[x],[x],"192,000 ",[x],[x],"146,000 ",[x],[x],"203,000 ",[x],[x]
2005 Q3,Great Britain,K03000001,"218,000 ",[x],[x],"198,000 ",[x],[x],"201,000 ",[x],[x],"148,000 ",[x],[x],"219,000 ",[x],[x]
2005 Q4,Great Britain,K03000001,"218,000 ",[x],[x],"189,000 ",[x],[x],"190,000 ",[x],[x],"136,000 ",[x],[x],"225,000 ",[x],[x]
2006 Q1,Great Britain,K03000001,"225,000 ",[x],[x],"193,000 ",[x],[x],"194,000 ",[x],[x],"138,000 ",[x],[x],"230,000 ",[x],[x]
2006 Q2,Great Britain,K03000001,"225,000 ",[x],[x],"199,000 ",[x],[x],"200,000 ",[x],[x],"144,000 ",[x],[x],"233,000 ",[x],[x]
2006 Q3,Great Britain,K03000001,"221,000 ",[x],[x],"214,000 ",[x],[x],"215,000 ",[x],[x],"152,000 ",[x],[x],"250,000 ",[x],[x]
2006 Q4,Great Britain,K03000001,"222,000 ",[x],[x],"212,000 ",[x],[x],"213,000 ",[x],[x],"151,000 ",[x],[x],"246,000 ",[x],[x]
2007 Q1,Great Britain,K03000001,"220,000 ",[x],[x],"217,000 ",[x],[x],"218,000 ",[x],[x],"154,000 ",[x],[x],"254,000 ",[x],[x]
2007 Q2,Great Britain,K03000001,"224,000 ",[x],[x],"218,000 ",[x],[x],"219,000 ",[x],[x],"159,000 ",[x],[x],"252,000 ",[x],[x]
2007 Q3,Great Britain,K03000001,"222,000 ",[x],[x],"232,000 ",[x],[x],"232,000 ",[x],[x],"164,000 ",[x],[x],"268,000 ",[x],[x]
2007 Q4,Great Britain,K03000001,"225,000 ",[x],[x],"225,000 ",[x],[x],"225,000 ",[x],[x],"161,000 ",[x],[x],"261,000 ",[x],[x]
2008 Q1,Great Britain,K03000001,"225,000 ",[x],[x],"227,000 ",[x],[x],"227,000 ",[x],[x],"161,000 ",[x],[x],"265,000 ",[x],[x]
2008 Q2,Great Britain,K03000001,"231,000 ",[x],[x],"228,000 ",[x],[x],"228,000 ",[x],[x],"166,000 ",[x],[x],"262,000 ",[x],[x]
2008 Q3,Great Britain,K03000001,"222,000 ",[x],[x],"235,000 ",[x],[x],"234,000 ",[x],[x],"168,000 ",[x],[x],"269,000 ",[x],[x]
2008 Q4,Great Britain,K03000001,"202,000 ",[x],[x],"224,000 ",[x],[x],"222,000 ",[x],[x],"158,000 ",[x],[x],"258,000 ",[x],[x]
2009 Q1,Great Britain,K03000001,"191,000 ",[x],[x],"219,000 ",[x],[x],"217,000 ",[x],[x],"155,000 ",[x],[x],"256,000 ",[x],[x]
2009 Q2,Great Britain,K03000001,"192,000 ",[x],[x],"218,000 ",[x],[x],"216,000 ",[x],[x],"158,000 ",[x],[x],"250,000 ",[x],[x]
2009 Q3,Great Britain,K03000001,"203,000 ",[x],[x],"239,000 ",[x],[x],"237,000 ",[x],[x],"173,000 ",[x],[x],"271,000 ",[x],[x]
2009 Q4,Great Britain,K03000001,"208,000 ",[x],[x],"237,000 ",[x],[x],"236,000 ",[x],[x],"177,000 ",[x],[x],"265,000 ",[x],[x]
2010 Q1,Great Britain,K03000001,"209,000 ",[x],[x],"257,000 ",[x],[x],"254,000 ",[x],[x],"186,000 ",[x],[x],"287,000 ",[x],[x]
2010 Q2,Great Britain,K03000001,"214,000 ",[x],[x],"253,000 ",[x],[x],"250,000 ",[x],[x],"187,000 ",[x],[x],"281,000 ",[x],[x]
2010 Q3,Great Britain,K03000001,"214,000 ",[x],[x],"262,000 ",[x],[x],"259,000 ",[x],[x],"188,000 ",[x],[x],"294,000 ",[x],[x]
2010 Q4,Great Britain,K03000001,"219,000 ",[x],[x],"249,000 ",[x],[x],"245,000 ",[x],[x],"177,000 ",[x],[x],"279,000 ",[x],[x]
2011 Q1,Great Britain,K03000001,"209,000 ",[x],[x],"251,000 ",[x],[x],"245,000 ",[x],[x],"178,000 ",[x],[x],"283,000 ",[x],[x]
2011 Q2,Great Britain,K03000001,"222,000 ",[x],[x],"244,000 ",[x],[x],"242,000 ",[x],[x],"180,000 ",[x],[x],"275,000 ",[x],[x]
2011 Q3,Great Britain,K03000001,"232,000 ",[x],[x],"257,000 ",[x],[x],"256,000 ",[x],[x],"187,000 ",[x],[x],"290,000 ",[x],[x]
2011 Q4,Great Britain,K03000001,"236,000 ",[x],[x],"244,000 ",[x],[x],"244,000 ",[x],[x],"178,000 ",[x],[x],"278,000 ",[x],[x]
2012 Q1,Great Britain,K03000001,"229,000 ",[x],[x],"241,000 ",[x],[x],"241,000 ",[x],[x],"180,000 ",[x],[x],"277,000 ",[x],[x]
2012 Q2,Great Britain,K03000001,"232,000 ",[x],[x],"246,000 ",[x],[x],"245,000 ",[x],[x],"181,000 ",[x],[x],"278,000 ",[x],[x]
2012 Q3,Great Britain,K03000001,"233,000 ",[x],[x],"256,000 ",[x],[x],"255,000 ",[x],[x],"187,000 ",[x],[x],"294,000 ",[x],[x]
2012 Q4,Great Britain,K03000001,"233,000 ",[x],[x],"250,000 ",[x],[x],"248,000 ",[x],[x],"183,000 ",[x],[x],"287,000 ",[x],[x]
2013 Q1,Great Britain,K03000001,"230,000 ",[x],[x],"245,000 ",[x],[x],"245,000 ",[x],[x],"181,000 ",[x],[x],"287,000 ",[x],[x]
2013 Q2,Great Britain,K03000001,"243,000 ",[x],[x],"246,000 ",[x],[x],"246,000 ",[x],[x],"190,000 ",[x],[x],"286,000 ",[x],[x]
2013 Q3,Great Britain,K03000001,"245,000 ",[x],[x],"262,000 ",[x],[x],"262,000 ",[x],[x],"197,000 ",[x],[x],"303,000 ",[x],[x]
2013 Q4,Great Britain,K03000001,"246,000 ",[x],[x],"257,000 ",[x],[x],"256,000 ",[x],[x],"194,000 ",[x],[x],"297,000 ",[x],[x]
2014 Q1,Great Britain,K03000001,"266,000 ",[x],[x],"262,000 ",[x],[x],"262,000 ",[x],[x],"197,000 ",[x],[x],"306,000 ",[x],[x]
2014 Q2,Great Britain,K03000001,"282,000 ",[x],[x],"265,000 ",[x],[x],"266,000 ",[x],[x],"202,000 ",[x],[x],"309,000 ",[x],[x]
2014 Q3,Great Britain,K03000001,"285,000 ",[x],[x],"280,000 ",[x],[x],"279,000 ",[x],[x],"210,000 ",[x],[x],"326,000 ",[x],[x]
2014 Q4,Great Britain,K03000001,"272,000 ",[x],[x],"269,000 ",[x],[x],"268,000 ",[x],[x],"203,000 ",[x],[x],"314,000 ",[x],[x]
2015 Q1,Great Britain,K03000001,"269,000 ",[x],[x],"272,000 ",[x],[x],"272,000 ",[x],[x],"204,000 ",[x],[x],"323,000 ",[x],[x]
2015 Q2,Great Britain,K03000001,"280,000 ",[x],[x],"267,000 ",[x],[x],"269,000 ",[x],[x],"203,000 ",[x],[x],"321,000 ",[x],[x]
2015 Q3,Great Britain,K03000001,"286,000 ",[x],[x],"291,000 ",[x],[x],"291,000 ",[x],[x],"210,000 ",[x],[x],"348,000 ",[x],[x]
2015 Q4,Great Britain,K03000001,"282,000 ",[x],[x],"286,000 ",[x],[x],"284,000 ",[x],[x],"207,000 ",[x],[x],"341,000 ",[x],[x]
2016 Q1,Great Britain,K03000001,"293,000 ",[x],[x],"296,000 ",[x],[x],"296,000 ",[x],[x],"213,000 ",[x],[x],"357,000 ",[x],[x]
2016 Q2,Great Britain,K03000001,"285,000 ",[x],[x],"268,000 ",[x],[x],"271,000 ",[x],[x],"209,000 ",[x],[x],"332,000 ",[x],[x]
2016 Q3,Great Britain,K03000001,"290,000 ",[x],[x],"288,000 ",[x],[x],"288,000 ",[x],[x],"216,000 ",[x],[x],"353,000 ",[x],[x]
2016 Q4,Great Britain,K03000001,"305,000 ",[x],[x],"283,000 ",[x],[x],"285,000 ",[x],[x],"215,000 ",[x],[x],"348,000 ",[x],[x]
2017 Q1,Great Britain,K03000001,"296,000 ",[x],[x],"275,000 ",[x],[x],"278,000 ",[x],[x],"210,000 ",[x],[x],"342,000 ",[x],[x]
2017 Q2,Great Britain,K03000001,"309,000 ",[x],[x],"277,000 ",[x],[x],"282,000 ",[x],[x],"215,000 ",[x],[x],"345,000 ",[x],[x]
2017 Q3,Great Britain,K03000001,"309,000 ",[x],[x],"289,000 ",[x],[x],"291,000 ",[x],[x],"217,000 ",[x],[x],"357,000 ",[x],[x]
2017 Q4,Great Britain,K03000001,"311,000 ",[x],[x],"276,000 ",[x],[x],"282,000 ",[x],[x],"214,000 ",[x],[x],"344,000 ",[x],[x]
2018 Q1,Great Britain,K03000001,"309,000 ",[x],[x],"281,000 ",[x],[x],"284,000 ",[x],[x],"216,000 ",[x],[x],"352,000 ",[x],[x]
2018 Q2,Great Britain,K03000001,"313,000 ",[x],[x],"276,000 ",[x],[x],"282,000 ",[x],[x],"220,000 ",[x],[x],"345,000 ",[x],[x]
2018 Q3,Great Britain,K03000001,"314,000 ",[x],[x],"289,000 ",[x],[x],"293,000 ",[x],[x],"223,000 ",[x],[x],"358,000 ",[x],[x]
2018 Q4,Great Britain,K03000001,"306,000 ",[x],[x],"279,000 ",[x],[x],"284,000 ",[x],[x],"220,000 ",[x],[x],"346,000 ",[x],[x]
2019 Q1,Great Britain,K03000001,"306,000 ",[x],[x],"274,000 ",[x],[x],"279,000 ",[x],[x],"217,000 ",[x],[x],"343,000 ",[x],[x]
2019 Q2,Great Britain,K03000001,"307,000 ",[x],[x],"273,000 ",[x],[x],"279,000 ",[x],[x],"218,000 ",[x],[x],"342,000 ",[x],[x]
2019 Q3,Great Britain,K03000001,"313,000 ",[x],[x],"288,000 ",[x],[x],"292,000 ",[x],[x],"222,000 ",[x],[x],"360,000 ",[x],[x]
2019 Q4,Great Britain,K03000001,"312,000 ",[x],[x],"288,000 ",[x],[x],"292,000 ",[x],[x],"223,000 ",[x],[x],"357,000 ",[x],[x]
2020 Q1,Great Britain,K03000001,"316,000 ",[x],[x],"290,000 ",[x],[x],"294,000 ",[x],[x],"226,000 ",[x],[x],"361,000 ",[x],[x]
2020 Q2,Great Britain,K03000001,"312,000 ",[x],[x],"279,000 ",[x],[x],"283,000 ",[x],[x],"221,000 ",[x],[x],"352,000 ",[x],[x]
2020 Q3,Great Britain,K03000001,"324,000 ",[x],[x],"318,000 ",[x],[x],"319,000 ",[x],[x],"243,000 ",[x],[x],"391,000 ",[x],[x]
2020 Q4,Great Britain,K03000001,"329,000 ",[x],[x],"330,000 ",[x],[x],"329,000 ",[x],[x],"248,000 ",[x],[x],"397,000 ",[x],[x]
2021 Q1,Great Britain,K03000001,"339,000 ",[x],[x],"351,000 ",[x],[x],"349,000 ",[x],[x],"260,000 ",[x],[x],"412,000 ",[x],[x]
2021 Q2,Great Britain,K03000001,"332,000 ",[x],[x],"349,000 ",[x],[x],"346,000 ",[x],[x],"259,000 ",[x],[x],"419,000 ",[x],[x]
2021 Q3,Great Britain,K03000001,"302,000 ",[x],[x],"298,000 ",[x],[x],"299,000 ",[x],[x],"226,000 ",[x],[x],"372,000 ",[x],[x]
2021 Q4,Great Britain,K03000001,"315,000 ",[x],[x],"315,000 ",[x],[x],"315,000 ",[x],[x],"236,000 ",[x],[x],"409,000 ",[x],[x]
2022 Q1,Great Britain,K03000001,"334,000 ",[x],[x],"334,000 ",[x],[x],"334,000 ",[x],[x],"250,000 ",[x],[x],"424,000 ",[x],[x]
2022 Q2,Great Britain,K03000001,"335,000 ",[x],[x],"341,000 ",[x],[x],"339,000 ",[x],[x],"259,000 ",[x],[x],"428,000 ",[x],[x]
2022 Q3,Great Britain,K03000001,"341,000 ",[x],[x],"360,000 ",[x],[x],"357,000 ",[x],[x],"269,000 ",[x],[x],"450,000 ",[x],[x]
2022 Q4,Great Britain,K03000001,"336,000 ",[x],[x],"348,000 ",[x],[x],"346,000 ",[x],[x],"266,000 ",[x],[x],"435,000 ",[x],[x]
2023 Q1,Great Britain,K03000001,"334,000 ",[x],[x],"330,000 ",[x],[x],"331,000 ",[x],[x],"256,000 ",[x],[x],"416,000 ",[x],[x]
2023 Q2,Great Britain,K03000001,"331,000 ",[x],[x],"330,000 ",[x],[x],"330,000 ",[x],[x],"255,000 ",[x],[x],"413,000 ",[x],[x]
2023 Q3,Great Britain,K03000001,"325,000 ",[x],[x],"348,000 ",[x],[x],"345,000 ",[x],[x],"262,000 ",[x],[x],"434,000 ",[x],[x]
2023 Q4,Great Britain,K03000001,"320,000 ",[x],[x],"330,000 ",[x],[x],"329,000 ",[x],[x],"253,000 ",[x],[x],"414,000 ",[x],[x]
2024 Q1,Great Britain,K03000001,"309,000 ","207,000 ","74,000 ","328,000 ","222,000 ","75,000 ","325,000 ","220,000 ","75,000 ","251,000 ","193,000 ","61,000 ","416,000 ","253,000 ","92,000 "
2024 Q2,Great Britain,K03000001,"327,000 ","225,000 ","77,000 ","331,000 ","228,000 ","75,000 ","330,000 ","228,000 ","76,000 ","259,000 ","202,000 ","62,000 ","416,000 ","258,000 ","92,000 "
2024 Q3,Great Britain,K03000001,"331,000 ","224,000 ","78,000 ","349,000 ","238,000 ","78,000 ","347,000 ","237,000 ","78,000 ","267,000 ","209,000 ","63,000 ","438,000 ","269,000 ","95,000 "
2024 Q4,Great Britain,K03000001,"334,000 ","234,000 ","78,000 ","342,000 ","236,000 ","76,000 ","341,000 ","236,000 ","76,000 ","267,000 ","210,000 ","63,000 ","426,000 ","265,000 ","92,000 "
2025 Q1,Great Britain,K03000001,"342,000 ","240,000 ","79,000 ","357,000 ","248,000 ","78,000 ","355,000 ","247,000 ","78,000 ","285,000 ","224,000 ","66,000 ","434,000 ","273,000 ","92,000 "
2025 Q2,Great Britain,K03000001,"334,000 ","240,000 ","76,000 ","315,000 ","224,000 ","71,000 ","318,000 ","226,000 ","72,000 ","247,000 ","198,000 ","59,000 ","413,000 ","265,000 ","89,000 "
2025 Q3,Great Britain,K03000001,"342,000 ","242,000 ","78,000 ","348,000 ","244,000 ","77,000 ","348,000 ","244,000 ","77,000 ","266,000 ","212,000 ","63,000 ","445,000 ","282,000 ","94,000 "
2025 Q4,Great Britain,K03000001,"348,000 ","251,000 ","79,000 ","344,000 ","243,000 ","75,000 ","345,000 ","244,000 ","75,000 ","268,000 ","214,000 ","61,000 ","433,000 ","279,000 ","91,000 "
1992 Q1,England and Wales,K04000001,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
1992 Q2,England and Wales,K04000001,"79,000 ",[x],[x],"61,000 ",[x],[x],"63,000 ",[x],[x],"47,000 ",[x],[x],"78,000 ",[x],[x]
1992 Q3,England and Wales,K04000001,"71,000 ",[x],[x],"63,000 ",[x],[x],"64,000 ",[x],[x],"49,000 ",[x],[x],"80,000 ",[x],[x]
1992 Q4,England and Wales,K04000001,"70,000 ",[x],[x],"58,000 ",[x],[x],"60,000 ",[x],[x],"45,000 ",[x],[x],"78,000 ",[x],[x]
1993 Q1,England and Wales,K04000001,"75,000 ",[x],[x],"59,000 ",[x],[x],"61,000 ",[x],[x],"47,000 ",[x],[x],"79,000 ",[x],[x]
1993 Q2,England and Wales,K04000001,"73,000 ",[x],[x],"61,000 ",[x],[x],"62,000 ",[x],[x],"49,000 ",[x],[x],"79,000 ",[x],[x]
